1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
16.60341761,16.68761328,13.93429222,16.92671802,17.15948354,17.48826674,17.43148689,17.43148689,17.12241779,17.74055598,19.90742022,16.65392088,17.27849169,24.62151624,8.480608436,9.697302291,3.199241829,4.56410679,11.39165359,12.8439547,5.791537432,4.776184215,13.63611895,10.52696708
16.9382925,17.00102654,14.94953212,17.17918303,17.35261619,17.59759195,17.55532829,17.55528538,17.32499857,17.78557219,19.16200432,17.21401679,17.62979757,22.06838439,10.88600244,13.44482289,2.35525249,4.559856444,14.37233967,15.16735405,6.542469028,4.90241541,15.60099826,12.41074047
16.19454983,16.2397056,14.76304599,16.36794212,16.49277879,16.66911162,16.63870851,16.63865948,16.47289971,16.80441924,17.60463438,16.583552,16.84314841,19.21161528,11.83812935,15.00219613,2.020050346,4.557339085,15.40178101,15.74428233,6.839136943,4.95159176,15.93110124,12.93563127
14.64856489,14.67964654,13.66323131,14.76791438,14.85384204,14.97521555,14.95428536,14.95425471,14.84015885,15.06835057,15.47368115,15.06179709,15.21018609,16.20948611,11.64995094,14.8373649,2.084077779,4.556188896,14.90776069,14.96809995,6.779372158,4.940314048,15.00101227,12.40538412
12.57671301,12.59684544,11.93848559,12.65401892,12.70967661,12.78829354,12.77471663,12.77471663,12.70081364,12.84861963,13.00751538,12.94802267,13.02255245,13.22027411,10.63442902,13.41827206,2.437777172,4.556040064,13.3180618,13.23216729,6.461005652,4.885183058,13.18531574,11.12374368
10.25536947,10.26729836,9.877206305,10.30117485,10.3341532,10.38073538,10.37266013,10.37269078,10.3289017,10.41647986,10.44450784,10.54149935,10.57188936,10.40225648,9.10452537,11.21286048,2.971590907,4.556526773,11.0604674,10.92984477,5.981868403,4.802799575,10.85859606,9.394454594
7.960909584,7.967001375,7.767790952,7.984301267,8.001142498,8.024930876,8.020773659,8.020822696,7.998460688,8.043184703,8.023029256,8.141497727,8.149838686,7.913710446,7.373201789,8.68907303,3.575961369,4.557283209,8.562760586,8.454492777,5.439791392,4.709764381,8.395437609,7.521261518
5.96970866,5.971950565,5.89863702,5.978317282,5.984515202,5.993269816,5.991715014,5.991757921,5.983528241,5.999987601,5.981450393,6.047288409,6.048042278,5.912913214,5.753420068,6.31485258,4.141330939,4.557943556,6.252724425,6.199471721,4.932605598,4.622678262,6.170424792,5.807909102
4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142
3.913777837,3.912772064,3.9456623,3.9099158,3.907135262,3.90320773,3.903965687,3.903886003,3.907578037,3.900193969,3.90924113,3.878242758,3.878056777,3.941849173,4.01081015,3.753865655,4.748140415,4.55759196,3.782766081,3.807537874,4.386230677,4.527983884,3.821049761,3.986365046
3.868956116,3.867838379,3.904389991,3.864664153,3.861574083,3.857209334,3.858110222,3.857963113,3.862066148,3.853860078,3.861950045,3.831429568,3.830813789,3.89318772,3.976790168,3.704873894,4.758285963,4.556323799,3.734228205,3.759389042,4.374698103,4.524942222,3.773113135,3.949623809
4.167209712,4.16653888,4.188476062,4.164633805,4.162779238,4.160159646,4.160753021,4.160612042,4.16307456,4.158149523,4.161237314,4.146454969,4.145717282,4.175485782,4.231928477,4.080998561,4.666841905,4.554447114,4.096129601,4.109099064,4.453369853,4.536982823,4.116173317,4.215624043
4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715
4.809633938,4.81022151,4.791007057,4.811890138,4.813514526,4.815808987,4.815124653,4.815412741,4.813255857,4.817569625,4.820387151,4.822290635,4.824086798,4.821963918,4.752947727,4.846824377,4.478598631,4.54949874,4.841339549,4.836638267,4.613259602,4.560515443,4.834073931,4.76722854
4.896227828,4.897123537,4.867832533,4.899667235,4.902143494,4.90564123,4.904497783,4.905037182,4.901749173,4.908325191,4.915982735,4.912159585,4.915597965,4.926945688,4.809813918,4.92958815,4.456489674,4.547799352,4.92595707,4.922844716,4.629914652,4.561987364,4.921147068,4.831583954
4.810743553,4.811499546,4.786777493,4.813646465,4.815736466,4.818688608,4.817657772,4.818178782,4.815403653,4.820953911,4.829622702,4.821984492,4.8253459,4.844490364,4.7378089,4.823593598,4.482171631,4.548236037,4.823631807,4.823664557,4.607648126,4.558501353,4.823682421,4.756183142
4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715,4.5520715
4.162771254,4.161426739,4.205394317,4.157608493,4.153891478,4.148641164,4.150620545,4.149547877,4.154483378,4.144612376,4.12429511,4.147679544,4.140680875,4.085379999,4.292483785,4.173921679,4.652549906,4.559497923,4.166960569,4.160993903,4.475815759,4.545039186,4.157739358,4.259805637
3.860079198,3.857614097,3.938226502,3.85061353,3.843798565,3.83417237,3.837845269,3.835834784,3.844883785,3.826785784,3.788065638,3.833878718,3.820740975,3.712976154,4.097900785,3.89072013,4.729701964,4.566425419,3.87589014,3.863178719,4.419589915,4.541054946,3.856245217,4.037986998
3.904900919,3.902547781,3.979498811,3.895865177,3.889359744,3.880170766,3.883700735,3.881757674,3.890395673,3.873119675,3.835356723,3.880691908,3.867983963,3.761637607,4.131920766,3.939711891,4.719556416,4.56769358,3.924428016,3.911327551,4.431122489,4.544096609,3.904181843,4.074728234
4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142,4.558142
6.064996023,6.071289319,5.865489381,6.089161459,6.106559768,6.131135021,6.122888368,6.12689095,6.103789249,6.149992651,6.268060286,6.112667902,6.150210093,6.508678012,5.457847933,5.853415437,4.215803043,4.536785031,5.918309142,5.973932318,4.825445915,4.586660319,6.004272232,5.610805206
8.607808558,8.628795734,7.942484482,8.688396583,8.746417276,8.828371979,8.80671611,8.814218652,8.737178019,8.891259285,9.355411109,8.696372613,8.836234631,10.33707847,6.583062731,7.41357695,3.800146217,4.519336063,7.729043474,7.999443352,5.166107488,4.631086262,8.146934194,7.093151794
12.35321317,12.4024456,10.79247339,12.54225929,12.6783662,12.87061833,12.83016574,12.83741697,12.65669244,13.0181415,14.23015917,12.43777515,12.79152485,16.84658724,7.603495738,8.696831228,3.453093777,4.525683247,9.610168274,10.3930286,5.490268917,4.692345899,10.82004332,8.800079962
17.46784343,17.56402328,14.41880219,17.83716151,18.10305823,18.47863951,18.41377777,18.41377777,18.06071665,18.7668389,21.30226918,17.46539455,18.19138998,26.84044819,8.188856298,9.161382961,3.316567982,4.575714733,11.18150682,12.91304156,5.708072401,4.771365298,13.85751505,10.52648791
23.92745491,24.09145307,18.72847441,24.55718648,25.01057222,25.65098329,25.55532392,25.54038626,24.93837475,26.14239777,30.65620114,23.73268821,25.01029006,40.58462109,8.105670505,8.441331835,3.476556359,4.672859545,12.15400049,15.33628792,5.748701646,4.85874526,17.07208105,12.09161238
30.94429124,31.18721912,23.24312339,31.87710268,32.54869583,33.49732666,33.3615007,33.33350102,32.44175086,34.22525117,41.07439621,30.49286712,32.41928833,56.19592931,7.507731449,6.874357518,3.795307513,4.754710207,12.60306307,17.51338212,5.61750638,4.903785507,20.19173797,13.41204431
37.53971805,37.85994555,27.38803991,38.76934993,39.65464391,40.9051289,40.71623584,40.68917397,39.51366907,41.86467887,51.01379087,36.82408067,39.38859884,71.25391213,6.64564897,4.974034673,4.079135322,4.742400119,12.69522644,19.31339082,5.338877836,4.845460491,22.92329866,14.42871316
42.73510098,43.11825644,30.58851477,44.20636805,45.2656313,46.76184932,46.50345704,46.50345704,45.09695347,47.90996062,58.93132159,41.80447822,44.88843564,83.33810883,5.770032907,3.253937963,4.134353661,4.557062679,12.59702248,20.60538064,4.937207247,4.622744664,24.973576,15.08254842
45.82371808,46.24570035,32.44626554,47.44407502,48.61067802,50.25851431,49.91470261,49.97393802,48.42490733,51.52296871,63.68958518,44.77037815,48.17276371,90.64194554,5.112819134,2.144583527,3.85980944,4.183625065,12.47441377,21.32855397,4.474834255,4.233940653,26.158085,15.36901229
47.18649702,47.62552353,33.26871695,48.87230166,50.08602482,51.80041872,51.37195309,51.50434814,49.89275068,53.11594559,65.77381983,46.09077472,49.6305518,93.81439574,4.831247657,1.744253404,3.524481705,3.862189573,12.49108564,21.70265612,4.165892136,3.914663787,26.72714911,15.50169783
47.47627789,47.91589673,33.53972051,49.16435695,50.37971762,52.09642452,51.60479961,51.79995449,50.18618273,53.41372624,66.07492407,46.39283119,49.93451959,94.11831979,5.06388452,2.068171108,3.489882533,3.89665228,12.81015412,22.01756813,4.262462574,3.959857567,27.03979395,15.74873084
47.34590079,47.77499063,33.74312774,48.9935499,50.17980235,51.85539365,51.34283329,51.56602416,49.99090267,53.14114564,65.48379644,46.30371083,49.75738679,92.81657801,5.949295762,3.131560152,4.117524005,4.590909262,13.59473525,22.56317104,5.016627253,4.664465495,27.45504511,16.37823711
47.325733,47.73811779,34.25253456,48.90923687,50.04930689,51.65966512,51.18159494,51.38156118,49.86776133,52.89536102,64.74988224,46.3317302,49.64936427,90.99918109,7.540754563,4.885549826,5.63334751,6.126279216,14.93066914,23.5407714,6.569575438,6.202872645,28.23719082,17.56368292
47.45625061,47.84915799,35.00051443,48.96496376,50.05118696,51.58548611,51.18042411,51.32051734,49.87821601,52.76281867,64.05681374,46.50981912,49.67062767,89.06474094,9.550362652,7.024892514,7.721011691,8.193771341,16.59469224,24.79737772,8.618926721,8.267230366,29.2715698,19.09989653
47.6554569,48.02913284,35.80938521,49.09032384,50.12338023,51.58258083,51.26461003,51.33058135,49.9588756,52.7022871,63.44676998,46.75206074,49.75884383,87.23901984,11.60492889,9.180246379,9.928604502,10.36181746,18.28626511,26.09142402,10.75140827,10.42913158,30.34878343,20.68704666
47.84135514,48.19906395,36.50146477,49.21491039,50.20382439,51.60067351,51.35944194,51.35944194,50.04634902,52.67253486,62.96193001,46.97253818,49.85167957,85.74778003,13.33126216,10.98226958,11.8042139,12.19884938,19.70484828,27.18134432,12.55374726,12.2601692,31.25943306,22.02530205
47.94803335,48.29560233,36.92959029,49.28265297,50.24353463,51.60078783,51.40596575,51.36639435,50.09052315,52.64226555,62.64203131,47.10180443,49.89975679,84.78717285,14.41618411,12.11962107,12.97179717,13.34507046,20.59781408,27.86483665,13.68075721,13.40307096,31.82866715,22.86377754
47.97391837,48.31791651,37.06867626,49.29482642,50.2458362,51.58914529,51.40825413,51.35715992,50.09439672,52.61992311,62.51704523,47.13629176,49.90551769,84.43490597,14.78656763,12.51296296,13.35878894,13.72777017,20.90418189,28.09665526,14.05959703,13.78510374,32.01982255,23.14737244
47.93352178,48.28080441,36.92415649,49.26704185,50.22713186,51.58326686,51.38613641,51.3490665,50.07424645,52.62388654,62.61450153,47.08890231,49.88435953,84.73907612,14.42929842,12.14095817,12.9684932,13.34600947,20.6108829,27.87081839,13.68551196,13.40466926,31.8307832,22.86993214
47.84135514,48.19906395,36.50146477,49.21491039,50.20382439,51.60067351,51.35944194,51.35944194,50.04634902,52.67253486,62.96193001,46.97253818,49.85167957,85.74778003,13.33126216,10.98226958,11.8042139,12.19884938,19.70484828,27.18134432,12.55374726,12.2601692,31.25943306,22.02530205
47.71350318,48.08832453,35.83112044,49.15276834,50.1889913,51.6526647,51.34392741,51.39989278,50.02398242,52.77580314,63.55688912,46.80366922,49.82043287,87.43140678,11.55247165,9.094898,9.94182038,10.35806141,18.23398981,26.06749707,10.73238928,10.42273838,30.34031922,20.66242828
47.57234319,47.96754138,35.04398489,49.08985276,50.18240909,51.72565384,51.33905886,51.45914019,50.00842965,52.90985074,64.27705201,46.6130361,49.79380576,89.44951483,9.445448153,6.854195756,7.747443447,8.18625925,16.49014164,24.74952382,8.580888739,8.254443963,29.25464137,19.05065978
47.44182558,47.85650118,34.29600502,49.03412587,50.18052902,51.79983286,51.34022969,51.52018403,49.99797497,53.0423931,64.97012051,46.43494717,49.77254236,91.38395498,7.435840065,4.714853067,5.659779266,6.118767125,14.82611853,23.4929175,6.531537457,6.190086242,28.22026239,17.51444617
47.34590079,47.77499063,33.74312774,48.9935499,50.17980235,51.85539365,51.34283329,51.56602416,49.99090267,53.14114564,65.48379644,46.30371083,49.75738679,92.81657801,5.949295762,3.131560152,4.117524005,4.590909262,13.59473525,22.56317104,5.016627253,4.664465495,27.45504511,16.37823711
47.30162492,47.73709349,33.49663661,48.97376754,50.17765451,51.87815471,51.34331603,51.58448352,49.9859467,53.18302035,65.70930016,46.24379564,49.74884353,93.44877635,5.289628811,2.428989566,3.433452089,3.913144327,13.04791342,22.14984815,4.344534222,3.987680562,27.11453983,15.87360406
47.29847669,47.73408175,33.48916173,48.97114339,50.17540767,51.87644082,51.34233614,51.5826776,49.98363977,53.18171543,65.7119261,46.2403109,49.74645835,93.46010883,5.273313508,2.411743212,3.416650974,3.896468761,13.03400216,22.13879554,4.327971563,3.971024504,27.10504648,15.86060591
47.31904051,47.75152445,33.60866986,48.97972249,50.17535817,51.86420335,51.34160483,51.57254495,49.98496429,53.16012561,65.60048721,46.26852613,49.7495374,93.1496759,5.594989332,2.754405327,3.750286375,4.227013445,13.30045744,22.33993068,4.655736748,4.301088942,27.27055245,16.10642335
47.34590079,47.77499063,33.74312774,48.9935499,50.17980235,51.85539365,51.34283329,51.56602416,49.99090267,53.14114564,65.48379644,46.30371083,49.75738679,92.81657801,5.949295762,3.131560152,4.117524005,4.590909262,13.59473525,22.56317104,5.016627253,4.664465495,27.45504511,16.37823711
47.36442171,47.79215123,33.80477301,49.00684734,50.18933906,51.8596183,51.346815,51.57116618,50.00103824,53.14129412,65.4447765,46.32557476,49.76829354,92.69080674,6.099054755,3.290522689,4.272337591,4.744416588,13.72047193,22.66042842,5.168959853,4.817769851,27.53676832,16.49493363
47.37108661,47.7990846,33.80292678,49.01454316,50.19777711,51.86910474,51.35067242,51.58047157,50.00935809,53.15158504,65.46278897,46.3315887,49.77646819,92.72591817,6.079818185,3.26953099,4.25193292,4.72431379,13.70602534,22.65159192,5.149128531,4.797713959,27.53099188,16.48222235
47.3651586,47.79397099,33.77118103,49.01174234,50.19722777,51.87173564,51.35061027,51.58255325,50.00845023,53.15665627,65.49130517,46.32366371,49.77510213,92.80635953,5.995320404,3.179553873,4.164323791,4.637508727,13.6359337,22.59854498,5.063046569,4.711033835,27.48724205,16.41751845
47.34590079,47.77499063,33.74312774,48.9935499,50.17980235,51.85539365,51.34283329,51.56602416,49.99090267,53.14114564,65.48379644,46.30371083,49.75738679,92.81657801,5.949295762,3.131560152,4.117524005,4.590909262,13.59473525,22.56317104,5.016627253,4.664465495,27.45504511,16.37823711
47.31340262,47.74152914,33.74116837,48.95735268,50.14094195,51.81277147,51.32505206,51.52405162,49.95246635,53.09563689,65.41058749,46.27354285,49.71946715,92.68203017,6.009734732,3.19825864,4.182260117,4.654534863,13.63795692,22.58626974,5.079254165,4.727918541,27.46716764,16.41526266
47.2710587,47.69779356,33.74294228,48.90966496,50.08940685,51.75580194,51.30100062,51.4680206,49.90154392,53.03449728,65.30941655,46.23457953,49.66930244,92.49220975,6.101652265,3.299318127,4.28010972,4.750851439,13.70508059,22.62430555,5.174192082,4.823996911,27.48933735,16.47335605
47.22308998,47.64919632,33.71489829,48.85928283,50.03728716,51.70122791,51.27591885,51.41387043,49.84970091,52.97803995,65.23487524,46.18814237,49.61780545,92.37761983,6.114319431,3.316147397,4.295363161,4.765436508,13.70657681,22.61265917,5.188176081,4.838478126,27.47052227,16.47074737
47.17371739,47.60114986,33.62348523,48.81500243,49.99667296,51.66579226,51.25504667,51.37754046,49.80850291,52.94657802,65.24155517,46.1355529,49.57588899,92.4687635,5.937007302,3.130155235,4.112310788,4.583867588,13.55291617,22.48671126,5.007941238,4.65713971,27.3596904,16.32566672
47.13049313,47.56165019,33.46218611,48.7860801,49.97804755,51.66171133,51.24331908,51.37094775,49.78823781,52.95365768,65.35577228,46.08328151,49.55359637,92.82023657,5.534452016,2.703136515,3.693869001,4.169531353,13.21672096,22.22836477,4.59729715,4.24344141,27.14380684,16.01363678
47.11429457,47.54902772,33.33262067,48.78361322,49.98546702,51.68309534,51.24445162,51.38992012,49.79408297,52.98575728,65.49073976,46.05839425,49.55749302,93.18300581,5.173249977,2.31843047,3.317458403,3.797051107,12.91922027,22.00561152,4.228351491,3.871571876,26.96182494,15.73935059
47.14933036,47.58419641,33.36344283,48.81915938,50.02138064,51.719528,51.26185496,51.42626314,49.82993807,53.02258821,65.53139512,46.09310607,49.59327488,93.23213072,5.195462658,2.339762422,3.33912565,3.818859311,12.94379492,22.03296563,4.250286458,3.893401982,26.99069511,15.76479377
47.25980912,47.68807028,33.68330651,48.90427619,50.08823769,51.76059299,51.29893976,51.47178234,49.89970282,53.04386186,65.36267585,46.21963189,49.66663792,92.64267082,5.943151533,3.130857692,4.114917396,4.587388425,13.57382572,22.52494117,5.012284246,4.660802603,27.40736777,16.35195192
47.4570437,47.87003543,34.36460398,49.04287818,50.18462617,51.79735454,51.35608699,51.51884128,50.00281341,53.03486915,64.91445005,46.45396583,49.77806813,91.2217599,7.613509315,4.901572354,5.850220529,6.305907714,14.97218453,23.60413781,6.715709731,6.37671396,28.31247597,17.65118952
47.7007637,48.09336656,35.254681,49.20830756,50.29368891,51.82679894,51.42155886,51.56203552,50.12085201,53.00321904,64.29630812,46.74721859,49.90721169,89.30482892,9.824253692,7.246285491,8.147782865,8.581033661,16.8197074,25.02549761,8.97065851,8.648353664,29.50138318,19.36638645
47.93780292,48.30981047,36.14462167,49.36626346,50.39470745,51.847393,51.48058791,51.59651865,50.2309373,52.9621,63.66277104,47.03428005,50.02850484,87.35938313,12.04823359,9.605506937,10.45969245,10.87021956,18.67672145,26.45204817,11.23940886,10.93400867,30.69313548,21.08980145
48.11499517,48.47111399,36.82551009,49.48244503,50.46696336,51.85760355,51.51840665,51.61744424,50.31018796,52.92470052,63.16835979,47.25004007,50.1163838,85.85292777,13.75829794,11.41974653,12.23803734,12.63091869,20.10355378,27.54681713,12.98423906,12.69196594,31.60677896,22.41369323
48.19550936,48.54407329,37.14552497,49.53394946,50.49758173,51.8587202,51.52649873,51.62365574,50.34413224,52.90317925,62.92957338,47.34885494,50.15440083,85.13302423,14.56767202,12.27839248,13.08060674,13.46490941,20.77804594,28.0634632,13.81051494,13.52462368,32.03732716,23.03944749
48.20785477,48.55568205,37.18122342,49.54346621,50.50506194,51.86332378,51.52135219,51.62875612,50.35193676,52.90557547,62.91082285,47.36294664,50.16257225,85.06745846,14.6510865,12.36634652,13.16799452,13.55127037,20.84809735,28.1181695,13.89595248,13.6108251,32.08366339,23.10495773
48.19687582,48.54798331,37.06625715,49.54508283,50.51574695,51.88681795,51.52570618,51.65003818,50.3611777,52.93889866,63.03849728,47.34400359,50.17003043,85.40407258,14.32364842,12.01738878,12.82649572,13.21340529,20.57912186,27.91775022,13.56135521,13.27352463,31.92063841,22.85724439
48.20741691,48.5630201,36.93427789,49.57288683,50.55597967,51.94460636,51.56229987,51.70479478,50.39943127,53.01015828,63.23898574,47.34371417,50.20590772,85.89070869,13.90046479,11.56529937,12.38240538,12.77471787,20.23653332,27.66901957,13.12752668,12.83567674,31.72310297,22.54332792
48.26628724,48.62520479,36.88807815,49.64448387,50.63673952,52.03830875,51.63944187,51.79626203,50.47873203,53.11379203,63.43777298,47.39471763,50.2835498,86.30015254,13.63958092,11.28392204,12.1038369,12.50071963,20.03571759,27.53725663,12.85763848,12.56238864,31.62900519,22.36299891
48.32815521,48.68842703,36.9070138,49.71155207,50.7075517,52.11440934,51.70771861,51.87144933,50.54894801,53.19395064,63.55672656,47.45345653,50.35315563,86.50496449,13.57079519,11.20735502,12.02617721,12.42535324,19.99194847,27.5216,12.78433447,12.48737859,31.62868265,22.32712844
48.32965403,48.68894581,36.93958149,49.70928764,50.70257787,52.10560844,51.70328598,51.86330935,50.54440563,53.18221307,63.51680973,47.45732425,50.3491375,86.40264854,13.66684427,11.30976018,12.12663161,12.52466917,20.07047178,27.57965315,12.88262656,12.58651762,31.67557026,22.39935771
48.20741691,48.5630201,36.93427789,49.57288683,50.55597967,51.94460636,51.56229987,51.70479478,50.39943127,53.01015828,63.23898574,47.34371417,50.20590772,85.89070869,13.90046479,11.56529937,12.38240538,12.77471787,20.23653332,27.66901957,13.12752668,12.83567674,31.72310297,22.54332792
47.93913302,48.28876845,36.85518062,49.28168753,50.24828203,51.61360468,51.26784593,51.37781764,50.09436084,52.66127444,62.71912481,47.08924117,49.9035436,84.99244567,14.20792262,11.90720065,12.72853842,13.11085607,20.43387532,27.7424536,13.45467645,13.1702619,31.72895085,22.7057406
47.66671541,48.01174764,36.72869109,48.99159424,49.94546284,51.29281005,50.99072873,51.06012731,49.79356813,52.32668649,62.25272512,46.82740601,49.60478256,84.23434703,14.3796003,12.1049568,12.93140897,13.30566543,20.52022563,27.7333132,13.64223635,13.36381869,31.6677246,22.76553849
47.57313311,47.91937403,36.59679169,48.90265313,49.85986325,51.21193036,50.94868262,50.97843251,49.70743643,52.24942858,62.2101918,46.73093093,49.51802707,84.26869706,14.16940957,11.88712679,12.71522985,13.0910339,20.33180853,27.57010716,13.42899656,13.14942762,31.51827005,22.58472462
47.84135514,48.19906395,36.50146477,49.21491039,50.20382439,51.60067351,51.35944194,51.35944194,50.04634902,52.67253486,62.96193001,46.97253818,49.85167957,85.74778003,13.33126216,10.98226958,11.8042139,12.19884938,19.70484828,27.18134432,12.55374726,12.2601692,31.25943306,22.02530205
48.49281812,48.87387544,36.41274591,49.95602861,51.0094914,52.49751621,52.25390738,52.24053888,50.84173724,53.63934052,64.59779702,47.56984353,50.63638186,88.86443749,11.73016862,9.245562298,10.05418582,10.4873105,18.53389439,26.4953219,10.87682192,10.5546109,30.83791872,20.99168934
48.90282897,49.30943318,36.01288351,50.46413615,51.58822528,53.17601039,52.91564509,52.90180476,51.40922453,54.39438498,66.0854587,47.92003683,51.19173315,91.97374004,9.675534715,7.038654697,7.847417877,8.319858592,16.94679722,25.4394908,8.744727152,8.39326806,30.07186912,19.55796712
48.28516223,48.70700351,34.91217918,49.90497781,51.07119104,52.71847677,52.44138755,52.43399556,50.88548242,53.98250871,66.11203302,47.26520146,50.65957198,92.97131557,7.587865033,4.849814685,5.697794183,6.18624569,15.12973235,23.94109035,6.625512844,6.26214297,28.74728562,17.84063154
45.85359242,46.26785281,32.72093452,47.44429837,48.58955365,50.2072361,49.92786728,49.92786729,48.40718239,51.44855219,63.36463797,44.8474208,48.18173688,89.75279195,5.887664151,3.167310171,4.119198872,4.576223819,13.26887538,21.92735985,4.987228893,4.647237932,26.65016956,15.95617874
41.15177354,41.52755117,29.23907534,42.59471069,43.63357735,45.10098502,44.84395083,44.8475682,43.46814749,46.22698891,57.04565331,40.22954563,43.25610367,81.00672259,4.898484566,2.364741078,3.478143752,3.845202802,11.54131925,19.40695769,4.175301045,3.902237704,23.69730593,14.03168339
35.04287757,35.35888366,25.02502423,36.2562998,37.12992336,38.3639238,38.14704105,38.1508157,36.99080693,39.31082447,48.41850582,34.25749632,36.8046973,68.59336307,4.556070453,2.357035378,3.551651344,3.811223638,10.0878263,16.71421852,4.044658445,3.851556877,20.32861428,12.23653418
28.71995598,28.96893912,20.82682797,29.67601879,30.36435215,31.33662865,31.16667487,31.16871947,30.25474145,32.08269749,39.26188405,28.09796065,30.10557997,55.16589453,4.699213905,2.944453055,3.969371845,4.157985121,9.040076218,14.26489607,4.327606087,4.187292502,17.11479781,10.75069832
23.37606024,23.56480635,17.39253335,24.10082075,24.62262416,25.35967576,25.2323892,25.2323892,24.53953182,25.92524658,31.35447654,22.91762638,24.4368139,43.37749809,5.166707014,3.927254093,4.360955457,4.569186044,8.529748693,12.47474406,4.756448967,4.60154163,14.62655972,9.754143025
19.91818849,20.06436563,15.28416027,20.47948967,20.88360781,21.45442799,21.35695003,21.35584909,20.81925575,21.89244243,26.05797567,19.6023596,20.77074987,35.26956115,5.815693706,5.12789303,4.43481616,4.791676707,8.637199509,11.64517649,5.11260338,4.84712693,13.28589121,9.368499325
18.10912575,18.22866299,14.31962111,18.56813318,18.89860324,19.3653949,19.28603962,19.28478141,18.84597895,19.72358386,23.06608912,17.91473953,18.85689305,30.43629625,6.576725238,6.457602607,4.21442307,4.824913441,9.237488808,11.62024841,5.373930823,4.91977354,12.91993547,9.482053547
17.4256037,17.5295359,14.13080135,17.82468984,18.11201855,18.51787272,18.44856933,18.44778295,18.06626413,18.82930177,21.65552841,17.33652373,18.13903716,27.86012224,7.398704698,7.84981012,3.802009085,4.731504078,10.15435282,12.12967514,5.56740409,4.875932216,13.20712368,9.924755843
17.34435403,17.43882185,14.34958648,17.70709816,17.96826184,18.33715769,18.2734505,18.2734505,17.92667395,18.62022705,21.10300504,17.34946974,18.06097594,26.52345791,8.230535175,9.237942865,3.299807103,4.574056456,11.21152779,12.90317201,5.719995977,4.772053715,13.82588704,10.52655636
17.34210843,17.4283583,14.60786198,17.67329669,17.9117412,18.24854602,18.18959447,18.19038086,17.87377112,18.50699059,20.68523055,17.43533509,18.06650312,25.40872212,9.021119756,10.55542814,2.810050023,4.415178408,12.23274993,13.67045433,5.858679281,4.664588792,14.45465673,11.11740525
16.8955986,16.96998273,14.53751334,17.18122397,17.38686471,17.67733395,17.62591259,17.6271708,17.35411834,17.90022327,19.67891643,17.07587734,17.59941244,23.49833367,9.719361532,11.73569323,2.434970742,4.31747777,13.0417555,14.16123744,6.010426798,4.609988204,14.77186395,11.52725267
15.48155623,15.53553262,13.77042605,15.68881853,15.83804049,16.04881772,16.0113162,16.01241713,15.81427828,16.21055599,17.3607742,15.75285402,16.10349764,19.77471139,10.27416359,12.71216544,2.276802159,4.343562377,13.46228071,14.10523665,6.202211323,4.664702707,14.45593989,11.58604876
12.57671301,12.59684544,11.93848559,12.65401892,12.70967661,12.78829354,12.77471663,12.77471663,12.70081364,12.84861963,13.00751538,12.94802267,13.02255245,13.22027411,10.63442902,13.41827206,2.437777172,4.556040064,13.3180618,13.23216729,6.461005652,4.885183058,13.18531574,11.12374368
7.657800629,7.625758669,8.673577454,7.534763674,7.446181167,7.32105765,7.345025251,7.342666098,7.460287108,7.225045089,5.895851486,8.143140837,7.800370606,2.817440653,10.74906091,13.78744039,3.020128678,5.017518667,12.43283501,11.27174468,6.81378258,5.327880012,10.63842268,9.970287573
0.20155079,0.094109786,3.607587126,0.02,0.01,0.02,0.01,0.02,0.05,0.06,0.01,0.819966062,0.05,0.01,10.56696234,13.75309772,4.126089578,5.790606021,10.63033656,7.953684141,7.287514905,6.049244326,6.493691912,7.955630593
0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.03703642,13.24867134,5.857892767,6.93790996,7.734302697,3.007700999,7.909175421,7.105726756,0.429554618,4.90972289
